0, 0, Header, 1, 2, 960
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Key_signature, 0, "major"
1, 0, Title_t, "Forget December"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, Control_c, 0, 0, 0
2, 0, Control_c, 0, 32, 0
2, 0, Program_c, 0, 24
2, 0, Title_t, "Untitled"
2, 0, Control_c, 0, 7, 127
2, 0, Note_on_c, 0, 14, 80
2, 0, Note_on_c, 0, 14, 80
2, 480, Note_off_c, 0, 14, 0
2, 480, Note_off_c, 0, 14, 0
2, 480, Note_on_c, 0, 14, 80
2, 480, Note_on_c, 0, 14, 80
2, 960, Note_off_c, 0, 14, 0
2, 960, Note_off_c, 0, 14, 0
2, 960, Note_on_c, 0, 14, 80
2, 960, Note_on_c, 0, 14, 80
2, 1440, Note_off_c, 0, 14, 0
2, 1440, Note_off_c, 0, 14, 0
2, 1440, Note_on_c, 0, 14, 80
2, 1440, Note_on_c, 0, 14, 80
2, 1920, Note_off_c, 0, 14, 0
2, 1920, Note_off_c, 0, 14, 0
2, 1920, Note_on_c, 0, 14, 80
2, 1920, Note_on_c, 0, 14, 80
2, 2400, Note_off_c, 0, 14, 0
2, 2400, Note_off_c, 0, 14, 0
2, 2400, Note_on_c, 0, 14, 80
2, 2400, Note_on_c, 0, 14, 80
2, 2880, Note_off_c, 0, 14, 0
2, 2880, Note_off_c, 0, 14, 0
2, 2880, Note_on_c, 0, 14, 80
2, 2880, Note_on_c, 0, 14, 80
2, 3360, Note_off_c, 0, 14, 0
2, 3360, Note_off_c, 0, 14, 0
2, 3360, Note_on_c, 0, 14, 80
2, 3360, Note_on_c, 0, 14, 80
2, 3840, Note_off_c, 0, 14, 0
2, 3840, Note_off_c, 0, 14, 0
2, 3840, Note_on_c, 0, 17, 80
2, 4320, Note_off_c, 0, 17, 0
2, 4320, Note_on_c, 0, 17, 80
2, 4800, Note_off_c, 0, 17, 0
2, 4800, Note_on_c, 0, 17, 80
2, 5280, Note_off_c, 0, 17, 0
2, 5280, Note_on_c, 0, 17, 80
2, 5760, Note_off_c, 0, 17, 0
2, 5760, Note_on_c, 0, 17, 80
2, 6240, Note_off_c, 0, 17, 0
2, 6240, Note_on_c, 0, 17, 80
2, 6720, Note_off_c, 0, 17, 0
2, 6720, Note_on_c, 0, 17, 80
2, 7200, Note_off_c, 0, 17, 0
2, 7200, Note_on_c, 0, 17, 80
2, 7680, Note_off_c, 0, 17, 0
2, 7680, Note_on_c, 0, 12, 80
2, 8160, Note_off_c, 0, 12, 0
2, 8160, Note_on_c, 0, 12, 80
2, 8640, Note_off_c, 0, 12, 0
2, 8640, Note_on_c, 0, 12, 80
2, 9120, Note_off_c, 0, 12, 0
2, 9120, Note_on_c, 0, 12, 80
2, 9600, Note_off_c, 0, 12, 0
2, 9600, Note_on_c, 0, 12, 80
2, 10080, Note_off_c, 0, 12, 0
2, 10080, Note_on_c, 0, 12, 80
2, 10560, Note_off_c, 0, 12, 0
2, 10560, Note_on_c, 0, 12, 80
2, 11040, Note_off_c, 0, 12, 0
2, 11040, Note_on_c, 0, 12, 80
2, 11520, Note_off_c, 0, 12, 0
2, 11520, Note_on_c, 0, 7, 80
2, 12000, Note_off_c, 0, 7, 0
2, 12000, Note_on_c, 0, 7, 80
2, 12480, Note_off_c, 0, 7, 0
2, 12480, Note_on_c, 0, 7, 80
2, 12960, Note_off_c, 0, 7, 0
2, 12960, Note_on_c, 0, 7, 80
2, 13440, Note_off_c, 0, 7, 0
2, 13440, Note_on_c, 0, 7, 80
